ROI,Effect,MeanEffect,StdEffect,StderrEffect,Expt,Network,Localizer_contrast,CriticalTask,ROI_name,Speak_and_type,Hemisphere
9,SComp,0.109953,0.452052,0.120816,E3,lang,S>N,ProdLoc_typed,MFG,1,RH
9,WComp,0.416223,0.505022,0.134973,E3,lang,S>N,ProdLoc_typed,MFG,1,RH
9,NProd,0.655366,0.912671,0.243922,E3,lang,S>N,ProdLoc_typed,MFG,1,RH
9,VisEvSem,0.709852,0.676704,0.180857,E3,lang,S>N,ProdLoc_typed,MFG,1,RH
10,SProd,0.304679,0.68356,0.182689,E3,lang,S>N,ProdLoc_typed,AntTemp,1,RH
10,WProd,-0.03019,0.77724,0.207726,E3,lang,S>N,ProdLoc_typed,AntTemp,1,RH
10,SComp,0.20948,0.467028,0.124818,E3,lang,S>N,ProdLoc_typed,AntTemp,1,RH
10,WComp,0.148763,0.397452,0.106223,E3,lang,S>N,ProdLoc_typed,AntTemp,1,RH
10,NProd,0.14509,0.727468,0.194424,E3,lang,S>N,ProdLoc_typed,AntTemp,1,RH
10,VisEvSem,0.260554,0.392233,0.104829,E3,lang,S>N,ProdLoc_typed,AntTemp,1,RH
11,SProd,0.245758,0.571737,0.152803,E3,lang,S>N,ProdLoc_typed,PostTemp,1,RH
11,WProd,0.01504,0.659748,0.176325,E3,lang,S>N,ProdLoc_typed,PostTemp,1,RH
11,SComp,0.218265,0.499167,0.133408,E3,lang,S>N,ProdLoc_typed,PostTemp,1,RH
11,WComp,0.235177,0.345427,0.092319,E3,lang,S>N,ProdLoc_typed,PostTemp,1,RH
11,NProd,0.239621,0.599109,0.160119,E3,lang,S>N,ProdLoc_typed,PostTemp,1,RH
11,VisEvSem,0.158951,0.385051,0.102909,E3,lang,S>N,ProdLoc_typed,PostTemp,1,RH
12,SProd,0.179442,0.697067,0.186299,E3,lang,S>N,ProdLoc_typed,AngG,1,RH
12,WProd,-0.039779,0.873593,0.233478,E3,lang,S>N,ProdLoc_typed,AngG,1,RH
12,SComp,0.188454,0.375041,0.100234,E3,lang,S>N,ProdLoc_typed,AngG,1,RH
12,WComp,0.262388,0.504558,0.134849,E3,lang,S>N,ProdLoc_typed,AngG,1,RH
12,NProd,0.091304,0.779046,0.208209,E3,lang,S>N,ProdLoc_typed,AngG,1,RH
12,VisEvSem,0.602109,0.58119,0.15533,E3,lang,S>N,ProdLoc_typed,AngG,1,RH
1,S,1.12337,0.833188,0.240521,E2,lang,S>N,langloc,IFGorb,0,LH
1,N,0.056208,0.670226,0.193478,E2,lang,S>N,langloc,IFGorb,0,LH
2,S,1.774833,1.313138,0.37907,E2,lang,S>N,langloc,IFG,0,LH
2,N,0.458818,0.657528,0.189812,E2,lang,S>N,langloc,IFG,0,LH
3,S,1.968719,1.116719,0.322369,E2,lang,S>N,langloc,MFG,0,LH
3,N,0.500154,0.586947,0.169437,E2,lang,S>N,langloc,MFG,0,LH
4,S,1.155755,0.483146,0.139472,E2,lang,S>N,langloc,AntTemp,0,LH
4,N,-0.027371,0.227863,0.065778,E2,lang,S>N,langloc,AntTemp,0,LH
5,S,1.597635,0.556623,0.160683,E2,lang,S>N,langloc,PostTemp,0,LH
5,N,0.207355,0.443808,0.128116,E2,lang,S>N,langloc,PostTemp,0,LH
6,S,0.668168,0.669452,0.193254,E2,lang,S>N,langloc,AngG,0,LH
6,N,-0.717347,0.803758,0.232025,E2,lang,S>N,langloc,AngG,0,LH
7,S,0.172951,0.461115,0.133113,E2,lang,S>N,langloc,IFGorb,0,RH
7,N,-0.098243,0.388759,0.112225,E2,lang,S>N,langloc,IFGorb,0,RH
8,S,0.501163,0.844199,0.243699,E2,lang,S>N,langloc,IFG,0,RH
8,N,0.178883,0.459493,0.132644,E2,lang,S>N,langloc,IFG,0,RH
9,S,0.238564,1.130029,0.326211,E2,lang,S>N,langloc,MFG,0,RH
9,N,0.215653,0.653751,0.188722,E2,lang,S>N,langloc,MFG,0,RH
10,S,0.702237,0.515527,0.14882,E2,lang,S>N,langloc,AntTemp,0,RH
10,N,-0.064865,0.323859,0.09349,E2,lang,S>N,langloc,AntTemp,0,RH
11,S,0.599073,0.786086,0.226923,E2,lang,S>N,langloc,PostTemp,0,RH
11,N,0.060565,0.492651,0.142216,E2,lang,S>N,langloc,PostTemp,0,RH
12,S,-0.112346,1.07612,0.310649,E2,lang,S>N,langloc,AngG,0,RH
12,N,-0.370135,0.669354,0.193226,E2,lang,S>N,langloc,AngG,0,RH
1,WProd,0.593377,1.72812,0.498865,E2,lang,S>N,NameRead,IFGorb,0,LH
1,SProd,1.256975,1.447262,0.417788,E2,lang,S>N,NameRead,IFGorb,0,LH
2,WProd,1.44747,1.767055,0.510105,E2,lang,S>N,NameRead,IFG,0,LH
2,SProd,1.826523,1.422424,0.410618,E2,lang,S>N,NameRead,IFG,0,LH
3,WProd,1.658209,1.559081,0.450068,E2,lang,S>N,NameRead,MFG,0,LH
3,SProd,2.167141,1.326766,0.383004,E2,lang,S>N,NameRead,MFG,0,LH
4,WProd,0.453655,0.756115,0.218272,E2,lang,S>N,NameRead,AntTemp,0,LH
4,SProd,0.778588,0.705248,0.203587,E2,lang,S>N,NameRead,AntTemp,0,LH
5,WProd,0.435966,1.034581,0.298658,E2,lang,S>N,NameRead,PostTemp,0,LH
5,SProd,1.223863,0.958972,0.276831,E2,lang,S>N,NameRead,PostTemp,0,LH
6,WProd,0.155377,1.299017,0.374994,E2,lang,S>N,NameRead,AngG,0,LH
6,SProd,1.090104,1.492337,0.430801,E2,lang,S>N,NameRead,AngG,0,LH
7,WProd,0.50389,1.153354,0.332945,E2,lang,S>N,NameRead,IFGorb,0,RH
7,SProd,0.617921,1.040991,0.300508,E2,lang,S>N,NameRead,IFGorb,0,RH
8,WProd,0.412616,1.228751,0.35471,E2,lang,S>N,NameRead,IFG,0,RH
8,SProd,0.575917,1.369906,0.395458,E2,lang,S>N,NameRead,IFG,0,RH
9,WProd,1.361932,1.37334,0.396449,E2,lang,S>N,NameRead,MFG,0,RH
9,SProd,0.987123,1.207308,0.34852,E2,lang,S>N,NameRead,MFG,0,RH
10,WProd,0.767373,1.146492,0.330964,E2,lang,S>N,NameRead,AntTemp,0,RH
10,SProd,0.824944,1.017685,0.29378,E2,lang,S>N,NameRead,AntTemp,0,RH
11,WProd,-0.020652,0.764296,0.220633,E2,lang,S>N,NameRead,PostTemp,0,RH
11,SProd,0.389542,0.819869,0.236676,E2,lang,S>N,NameRead,PostTemp,0,RH
12,WProd,0.176135,1.771166,0.511292,E2,lang,S>N,NameRead,AngG,0,RH
12,SProd,0.788961,2.187847,0.631577,E2,lang,S>N,NameRead,AngG,0,RH
1,H,4.40021,1.716336,0.45871,E1,MD,H>E,spWM,PostParietal,0,LH
1,E,3.28972,1.210807,0.323602,E1,MD,H>E,spWM,PostParietal,0,LH
2,H,3.50913,2.364505,0.63194,E1,MD,H>E,spWM,midParietal,0,LH
2,E,2.318313,1.700506,0.454479,E1,MD,H>E,spWM,midParietal,0,LH
3,H,4.052109,1.931001,0.516082,E1,MD,H>E,spWM,antParietal,0,LH
3,E,2.912646,1.420898,0.379751,E1,MD,H>E,spWM,antParietal,0,LH
4,H,3.644279,1.488397,0.397791,E1,MD,H>E,spWM,supFrontal,0,LH
4,E,2.596195,1.08163,0.289078,E1,MD,H>E,spWM,supFrontal,0,LH
5,H,4.194204,2.208691,0.590298,E1,MD,H>E,spWM,Precentral_A_PrecG,0,LH
5,E,2.790965,1.651282,0.441324,E1,MD,H>E,spWM,Precentral_A_PrecG,0,LH
6,H,3.321568,1.877537,0.501793,E1,MD,H>E,spWM,Precentral_B_IFGop,0,LH
6,E,2.12497,1.325636,0.354291,E1,MD,H>E,spWM,Precentral_B_IFGop,0,LH
7,H,3.029824,1.080428,0.288757,E1,MD,H>E,spWM,midFrontal,0,LH
7,E,1.67057,0.727447,0.194418,E1,MD,H>E,spWM,midFrontal,0,LH
8,H,2.660514,1.613156,0.431134,E1,MD,H>E,spWM,midFrontalOrb,0,LH
8,E,1.46661,1.142622,0.305379,E1,MD,H>E,spWM,midFrontalOrb,0,LH
9,H,2.236767,1.375872,0.367717,E1,MD,H>E,spWM,insula,0,LH
9,E,1.290261,0.456497,0.122004,E1,MD,H>E,spWM,insula,0,LH
10,H,2.419129,1.056367,0.282326,E1,MD,H>E,spWM,medialFrontal,0,LH
10,E,1.359838,0.757706,0.202505,E1,MD,H>E,spWM,medialFrontal,0,LH
11,H,5.563281,2.402054,0.641976,E1,MD,H>E,spWM,PostParietal,0,RH
11,E,4.136928,1.663276,0.444529,E1,MD,H>E,spWM,PostParietal,0,RH
12,H,4.597559,3.08109,0.823456,E1,MD,H>E,spWM,midParietal,0,RH
12,E,3.038985,2.243569,0.599619,E1,MD,H>E,spWM,midParietal,0,RH
13,H,4.032682,1.829539,0.488965,E1,MD,H>E,spWM,antParietal,0,RH
13,E,2.858204,1.358947,0.363194,E1,MD,H>E,spWM,antParietal,0,RH
14,H,4.639253,2.080303,0.555984,E1,MD,H>E,spWM,supFrontal,0,RH
14,E,3.137106,1.526681,0.408023,E1,MD,H>E,spWM,supFrontal,0,RH
15,H,4.940832,2.647751,0.707641,E1,MD,H>E,spWM,Precentral_A_PrecG,0,RH
15,E,3.497948,1.862784,0.49785,E1,MD,H>E,spWM,Precentral_A_PrecG,0,RH
16,H,4.597643,1.896406,0.506836,E1,MD,H>E,spWM,Precentral_B_IFGop,0,RH
16,E,3.044986,1.117377,0.298632,E1,MD,H>E,spWM,Precentral_B_IFGop,0,RH
17,H,3.739707,1.331768,0.35593,E1,MD,H>E,spWM,midFrontal,0,RH
17,E,2.086676,0.923402,0.24679,E1,MD,H>E,spWM,midFrontal,0,RH
18,H,3.173003,1.834937,0.490408,E1,MD,H>E,spWM,midFrontalOrb,0,RH
18,E,1.758891,1.365313,0.364895,E1,MD,H>E,spWM,midFrontalOrb,0,RH
19,H,2.203963,1.005822,0.268817,E1,MD,H>E,spWM,insula,0,RH
19,E,1.181863,0.672119,0.179631,E1,MD,H>E,spWM,insula,0,RH
20,H,2.743018,0.898317,0.240085,E1,MD,H>E,spWM,medialFrontal,0,RH
20,E,1.468928,0.758687,0.202768,E1,MD,H>E,spWM,medialFrontal,0,RH
1,SProd,2.233092,0.779078,0.208217,E1,MD,H>E,ProdLoc_spoken,PostParietal,0,LH
1,WProd,3.389039,1.253278,0.334953,E1,MD,H>E,ProdLoc_spoken,PostParietal,0,LH
1,SComp,0.571463,0.547094,0.146217,E1,MD,H>E,ProdLoc_spoken,PostParietal,0,LH
1,WComp,1.118271,0.65886,0.176088,E1,MD,H>E,ProdLoc_spoken,PostParietal,0,LH
1,NProd,1.79801,1.311882,0.350615,E1,MD,H>E,ProdLoc_spoken,PostParietal,0,LH
1,VisEvSem,1.037122,0.87033,0.232605,E1,MD,H>E,ProdLoc_spoken,PostParietal,0,LH
2,SProd,1.005771,1.112847,0.297421,E1,MD,H>E,ProdLoc_spoken,midParietal,0,LH
2,WProd,1.649448,1.679949,0.448985,E1,MD,H>E,ProdLoc_spoken,midParietal,0,LH
2,SComp,0.715719,1.057714,0.282686,E1,MD,H>E,ProdLoc_spoken,midParietal,0,LH
2,WComp,1.053361,0.966964,0.258432,E1,MD,H>E,ProdLoc_spoken,midParietal,0,LH
2,NProd,1.046765,1.721387,0.46006,E1,MD,H>E,ProdLoc_spoken,midParietal,0,LH
2,VisEvSem,0.830481,1.085207,0.290034,E1,MD,H>E,ProdLoc_spoken,midParietal,0,LH
3,SProd,1.144874,0.912348,0.243835,E1,MD,H>E,ProdLoc_spoken,antParietal,0,LH
3,WProd,1.606293,1.041617,0.278384,E1,MD,H>E,ProdLoc_spoken,antParietal,0,LH
3,SComp,0.554345,0.766328,0.20481,E1,MD,H>E,ProdLoc_spoken,antParietal,0,LH
3,WComp,0.93559,1.03879,0.277628,E1,MD,H>E,ProdLoc_spoken,antParietal,0,LH
3,NProd,2.064222,1.303912,0.348485,E1,MD,H>E,ProdLoc_spoken,antParietal,0,LH
3,VisEvSem,1.032422,1.027185,0.274527,E1,MD,H>E,ProdLoc_spoken,antParietal,0,LH
4,SProd,2.720311,1.761842,0.470872,E1,MD,H>E,ProdLoc_spoken,supFrontal,0,LH
4,WProd,3.274292,2.243268,0.599539,E1,MD,H>E,ProdLoc_spoken,supFrontal,0,LH
4,SComp,1.074654,1.250316,0.334161,E1,MD,H>E,ProdLoc_spoken,supFrontal,0,LH
4,WComp,1.302584,1.517583,0.405591,E1,MD,H>E,ProdLoc_spoken,supFrontal,0,LH
4,NProd,2.079325,1.637794,0.437719,E1,MD,H>E,ProdLoc_spoken,supFrontal,0,LH
4,VisEvSem,1.043586,1.188132,0.317542,E1,MD,H>E,ProdLoc_spoken,supFrontal,0,LH
5,SProd,3.206701,1.76669,0.472168,E1,MD,H>E,ProdLoc_spoken,Precentral_A_PrecG,0,LH
5,WProd,3.903786,1.992711,0.532574,E1,MD,H>E,ProdLoc_spoken,Precentral_A_PrecG,0,LH
5,SComp,1.548859,1.255553,0.335561,E1,MD,H>E,ProdLoc_spoken,Precentral_A_PrecG,0,LH
5,WComp,1.951206,1.931967,0.51634,E1,MD,H>E,ProdLoc_spoken,Precentral_A_PrecG,0,LH
5,NProd,4.042801,2.90094,0.775309,E1,MD,H>E,ProdLoc_spoken,Precentral_A_PrecG,0,LH
5,VisEvSem,1.237144,1.841274,0.492101,E1,MD,H>E,ProdLoc_spoken,Precentral_A_PrecG,0,LH
6,SProd,3.150386,1.817363,0.485711,E1,MD,H>E,ProdLoc_spoken,Precentral_B_IFGop,0,LH
6,WProd,3.598431,1.826459,0.488142,E1,MD,H>E,ProdLoc_spoken,Precentral_B_IFGop,0,LH
6,SComp,1.437901,0.926747,0.247683,E1,MD,H>E,ProdLoc_spoken,Precentral_B_IFGop,0,LH
6,WComp,1.675649,1.440707,0.385045,E1,MD,H>E,ProdLoc_spoken,Precentral_B_IFGop,0,LH
6,NProd,2.707634,2.014618,0.538429,E1,MD,H>E,ProdLoc_spoken,Precentral_B_IFGop,0,LH
6,VisEvSem,1.54258,1.664622,0.444889,E1,MD,H>E,ProdLoc_spoken,Precentral_B_IFGop,0,LH
7,SProd,2.737986,1.644762,0.439581,E1,MD,H>E,ProdLoc_spoken,midFrontal,0,LH
7,WProd,3.228017,1.768824,0.472738,E1,MD,H>E,ProdLoc_spoken,midFrontal,0,LH
7,SComp,0.888122,0.89332,0.23875,E1,MD,H>E,ProdLoc_spoken,midFrontal,0,LH
7,WComp,1.278749,1.334929,0.356775,E1,MD,H>E,ProdLoc_spoken,midFrontal,0,LH
7,NProd,1.666672,1.793123,0.479232,E1,MD,H>E,ProdLoc_spoken,midFrontal,0,LH
7,VisEvSem,0.93235,1.655044,0.44232900000000003,E1,MD,H>E,ProdLoc_spoken,midFrontal,0,LH
8,SProd,1.99529,2.138366,0.571502,E1,MD,H>E,ProdLoc_spoken,midFrontalOrb,0,LH
8,WProd,2.562518,2.663806,0.711932,E1,MD,H>E,ProdLoc_spoken,midFrontalOrb,0,LH
8,SComp,0.260213,1.305631,0.348945,E1,MD,H>E,ProdLoc_spoken,midFrontalOrb,0,LH
8,WComp,0.578209,1.5283,0.408455,E1,MD,H>E,ProdLoc_spoken,midFrontalOrb,0,LH
8,NProd,0.950333,2.332899,0.623493,E1,MD,H>E,ProdLoc_spoken,midFrontalOrb,0,LH
8,VisEvSem,0.576842,1.697115,0.453573,E1,MD,H>E,ProdLoc_spoken,midFrontalOrb,0,LH
9,SProd,2.173663,1.534323,0.410065,E1,MD,H>E,ProdLoc_spoken,insula,0,LH
9,WProd,2.678478,1.70174,0.454809,E1,MD,H>E,ProdLoc_spoken,insula,0,LH
9,SComp,0.429062,0.965067,0.257925,E1,MD,H>E,ProdLoc_spoken,insula,0,LH
9,WComp,0.591762,1.155259,0.308756,E1,MD,H>E,ProdLoc_spoken,insula,0,LH
9,NProd,1.916314,1.333976,0.35652,E1,MD,H>E,ProdLoc_spoken,insula,0,LH
9,VisEvSem,0.675685,0.982758,0.262653,E1,MD,H>E,ProdLoc_spoken,insula,0,LH
10,SProd,2.703649,1.313089,0.35093800000000003,E1,MD,H>E,ProdLoc_spoken,medialFrontal,0,LH
10,WProd,3.030076,1.559481,0.416789,E1,MD,H>E,ProdLoc_spoken,medialFrontal,0,LH
10,SComp,0.633051,0.948654,0.253538,E1,MD,H>E,ProdLoc_spoken,medialFrontal,0,LH
10,WComp,0.633607,1.02075,0.272807,E1,MD,H>E,ProdLoc_spoken,medialFrontal,0,LH
10,NProd,1.564256,1.595654,0.426456,E1,MD,H>E,ProdLoc_spoken,medialFrontal,0,LH
10,VisEvSem,0.697202,1.662684,0.444371,E1,MD,H>E,ProdLoc_spoken,medialFrontal,0,LH
11,SProd,1.503712,0.976935,0.261097,E1,MD,H>E,ProdLoc_spoken,PostParietal,0,RH
11,WProd,3.01493,1.093498,0.29225,E1,MD,H>E,ProdLoc_spoken,PostParietal,0,RH
11,SComp,0.168599,0.899518,0.240406,E1,MD,H>E,ProdLoc_spoken,PostParietal,0,RH
11,WComp,0.788132,0.982941,0.262702,E1,MD,H>E,ProdLoc_spoken,PostParietal,0,RH
11,NProd,1.11969,0.904178,0.241652,E1,MD,H>E,ProdLoc_spoken,PostParietal,0,RH
11,VisEvSem,0.833,0.966218,0.258233,E1,MD,H>E,ProdLoc_spoken,PostParietal,0,RH
12,SProd,0.109567,2.19496,0.586628,E1,MD,H>E,ProdLoc_spoken,midParietal,0,RH
12,WProd,1.151765,1.980683,0.52936,E1,MD,H>E,ProdLoc_spoken,midParietal,0,RH
12,SComp,0.128987,0.873942,0.233571,E1,MD,H>E,ProdLoc_spoken,midParietal,0,RH
12,WComp,0.824432,1.955243,0.522561,E1,MD,H>E,ProdLoc_spoken,midParietal,0,RH
12,NProd,0.926362,2.520895,0.673737,E1,MD,H>E,ProdLoc_spoken,midParietal,0,RH
12,VisEvSem,0.534343,1.425912,0.381091,E1,MD,H>E,ProdLoc_spoken,midParietal,0,RH
13,SProd,-0.047994,1.326858,0.354618,E1,MD,H>E,ProdLoc_spoken,antParietal,0,RH
13,WProd,0.807374,1.491939,0.398737,E1,MD,H>E,ProdLoc_spoken,antParietal,0,RH
13,SComp,0.228184,0.968318,0.258794,E1,MD,H>E,ProdLoc_spoken,antParietal,0,RH
13,WComp,0.635025,1.224299,0.327208,E1,MD,H>E,ProdLoc_spoken,antParietal,0,RH
13,NProd,0.74827,1.993177,0.532699,E1,MD,H>E,ProdLoc_spoken,antParietal,0,RH
13,VisEvSem,0.146754,0.963645,0.257545,E1,MD,H>E,ProdLoc_spoken,antParietal,0,RH
14,SProd,1.011524,1.4721359999999999,0.393445,E1,MD,H>E,ProdLoc_spoken,supFrontal,0,RH
14,WProd,2.297248,1.640082,0.43833,E1,MD,H>E,ProdLoc_spoken,supFrontal,0,RH
14,SComp,0.247706,0.712594,0.190449,E1,MD,H>E,ProdLoc_spoken,supFrontal,0,RH
14,WComp,0.879542,1.655661,0.442494,E1,MD,H>E,ProdLoc_spoken,supFrontal,0,RH
14,NProd,1.475721,1.596287,0.426626,E1,MD,H>E,ProdLoc_spoken,supFrontal,0,RH
14,VisEvSem,0.577159,0.997887,0.266696,E1,MD,H>E,ProdLoc_spoken,supFrontal,0,RH
15,SProd,1.816853,2.86732,0.766323,E1,MD,H>E,ProdLoc_spoken,Precentral_A_PrecG,0,RH
15,WProd,2.946035,2.857785,0.763775,E1,MD,H>E,ProdLoc_spoken,Precentral_A_PrecG,0,RH
15,SComp,0.894693,1.774766,0.474326,E1,MD,H>E,ProdLoc_spoken,Precentral_A_PrecG,0,RH
15,WComp,1.207032,1.873733,0.500776,E1,MD,H>E,ProdLoc_spoken,Precentral_A_PrecG,0,RH
15,NProd,2.465574,2.961236,0.791424,E1,MD,H>E,ProdLoc_spoken,Precentral_A_PrecG,0,RH
15,VisEvSem,1.345776,1.903538,0.508742,E1,MD,H>E,ProdLoc_spoken,Precentral_A_PrecG,0,RH
16,SProd,1.42616,2.078163,0.555412,E1,MD,H>E,ProdLoc_spoken,Precentral_B_IFGop,0,RH
16,WProd,2.182996,1.950644,0.521332,E1,MD,H>E,ProdLoc_spoken,Precentral_B_IFGop,0,RH
16,SComp,0.532959,1.082422,0.28929,E1,MD,H>E,ProdLoc_spoken,Precentral_B_IFGop,0,RH
16,WComp,0.766696,1.18403,0.316445,E1,MD,H>E,ProdLoc_spoken,Precentral_B_IFGop,0,RH
16,NProd,1.596219,1.395456,0.372951,E1,MD,H>E,ProdLoc_spoken,Precentral_B_IFGop,0,RH
16,VisEvSem,1.051293,1.667662,0.445701,E1,MD,H>E,ProdLoc_spoken,Precentral_B_IFGop,0,RH
17,SProd,1.378847,1.994523,0.533059,E1,MD,H>E,ProdLoc_spoken,midFrontal,0,RH
17,WProd,2.689793,1.947592,0.520516,E1,MD,H>E,ProdLoc_spoken,midFrontal,0,RH
17,SComp,0.720112,1.192158,0.318618,E1,MD,H>E,ProdLoc_spoken,midFrontal,0,RH
17,WComp,0.935686,1.285182,0.343479,E1,MD,H>E,ProdLoc_spoken,midFrontal,0,RH
17,NProd,1.6145,1.921897,0.513648,E1,MD,H>E,ProdLoc_spoken,midFrontal,0,RH
17,VisEvSem,1.038232,1.495687,0.399739,E1,MD,H>E,ProdLoc_spoken,midFrontal,0,RH
18,SProd,0.65238,2.061693,0.551011,E1,MD,H>E,ProdLoc_spoken,midFrontalOrb,0,RH
18,WProd,2.052202,2.275764,0.608224,E1,MD,H>E,ProdLoc_spoken,midFrontalOrb,0,RH
18,SComp,-0.024845,0.975788,0.26079,E1,MD,H>E,ProdLoc_spoken,midFrontalOrb,0,RH
18,WComp,0.327437,1.176947,0.314552,E1,MD,H>E,ProdLoc_spoken,midFrontalOrb,0,RH
18,NProd,1.306761,1.804721,0.482332,E1,MD,H>E,ProdLoc_spoken,midFrontalOrb,0,RH
18,VisEvSem,-0.063247,1.424792,0.380792,E1,MD,H>E,ProdLoc_spoken,midFrontalOrb,0,RH
19,SProd,0.9955,1.07399,0.287036,E1,MD,H>E,ProdLoc_spoken,insula,0,RH
19,WProd,1.845439,1.164351,0.311186,E1,MD,H>E,ProdLoc_spoken,insula,0,RH
19,SComp,0.024189,0.646179,0.172699,E1,MD,H>E,ProdLoc_spoken,insula,0,RH
19,WComp,0.105395,0.670711,0.179255,E1,MD,H>E,ProdLoc_spoken,insula,0,RH
19,NProd,1.117984,0.848064,0.226655,E1,MD,H>E,ProdLoc_spoken,insula,0,RH
19,VisEvSem,0.407296,0.826943,0.22101,E1,MD,H>E,ProdLoc_spoken,insula,0,RH
20,SProd,1.345135,1.495716,0.399747,E1,MD,H>E,ProdLoc_spoken,medialFrontal,0,RH
20,WProd,2.347566,1.679737,0.448929,E1,MD,H>E,ProdLoc_spoken,medialFrontal,0,RH
20,SComp,0.345766,1.252592,0.334769,E1,MD,H>E,ProdLoc_spoken,medialFrontal,0,RH
20,WComp,0.283673,1.375338,0.367574,E1,MD,H>E,ProdLoc_spoken,medialFrontal,0,RH
20,NProd,1.383647,1.696182,0.453324,E1,MD,H>E,ProdLoc_spoken,medialFrontal,0,RH
20,VisEvSem,0.651926,1.577869,0.421703,E1,MD,H>E,ProdLoc_spoken,medialFrontal,0,RH
1,H,3.391711,2.329715,0.622643,E1,MD,H>E,spWM,PostParietal,1,LH
1,E,2.441973,1.62695,0.434821,E1,MD,H>E,spWM,PostParietal,1,LH
2,H,3.375397,2.756887,0.736809,E1,MD,H>E,spWM,midParietal,1,LH
2,E,2.287972,1.89063,0.505292,E1,MD,H>E,spWM,midParietal,1,LH
3,H,2.49176,1.752649,0.468415,E1,MD,H>E,spWM,antParietal,1,LH
3,E,1.742494,1.192341,0.318666,E1,MD,H>E,spWM,antParietal,1,LH
4,H,2.405203,1.736484,0.464095,E1,MD,H>E,spWM,supFrontal,1,LH
4,E,1.606015,1.187697,0.317425,E1,MD,H>E,spWM,supFrontal,1,LH
