ROI,Subject,Weight
1,742_FED_20190320b_3T2_PL2017,1.000000
1,746_FED_20190328a_3T2_PL2017,1.000000
1,747_FED_20190328b_3T2_PL2017,1.000000
1,748_FED_20190328c_3T2_PL2017,1.000000
1,749_FED_20190404a_3T2_PL2017,1.000000
1,750_FED_20190404b_3T2_PL2017,1.000000
1,751_FED_20190404c_3T2_PL2017,1.000000
1,752_FED_20190404d_3T2_PL2017,1.000000
1,753_FED_20190405a_3T2_PL2017,1.000000
1,754_FED_20190405b_3T2_PL2017,1.000000
1,755_FED_20190411a_3T2_PL2017,1.000000
1,756_FED_20190411b_3T2_PL2017,1.000000
1,757_FED_20190411c_3T2_PL2017,1.000000
1,758_FED_20190411d_3T2_PL2017,1.000000
1,768_FED_20190517a_3T2_PL2017,1.000000
1,770_FED_20191120c_3T2_PL2017,1.000000
1,788_FED_20191120b_3T2_PL2017,1.000000
1,803_FED_20191120d_3T2_PL2017,1.000000
1,805_FED_20191204a_3T2_PL2017,1.000000
1,806_FED_20191204b_3T2_PL2017,0.000000
1,807_FED_20191204c_3T2_PL2017,1.000000
1,797_FED_20200205a_3T2_PL2017,1.000000
1,261_FED_20200205b_3T2_PL2017,1.000000
1,824_FED_20200130a_3T2_PL2017,1.000000
1,825_FED_20200130b_3T2_PL2017,1.000000
1,826_FED_20200130c_3T2_PL2017,1.000000
1,827_FED_20200130d_3T2_PL2017,1.000000
1,828_FED_20200205c_3T2_PL2017,1.000000
1,831_FED_20200213b_3T2_PL2017,1.000000
2,742_FED_20190320b_3T2_PL2017,1.000000
2,746_FED_20190328a_3T2_PL2017,1.000000
2,747_FED_20190328b_3T2_PL2017,1.000000
2,748_FED_20190328c_3T2_PL2017,1.000000
2,749_FED_20190404a_3T2_PL2017,1.000000
2,750_FED_20190404b_3T2_PL2017,1.000000
2,751_FED_20190404c_3T2_PL2017,1.000000
2,752_FED_20190404d_3T2_PL2017,1.000000
2,753_FED_20190405a_3T2_PL2017,1.000000
2,754_FED_20190405b_3T2_PL2017,1.000000
2,755_FED_20190411a_3T2_PL2017,1.000000
2,756_FED_20190411b_3T2_PL2017,1.000000
2,757_FED_20190411c_3T2_PL2017,1.000000
2,758_FED_20190411d_3T2_PL2017,1.000000
2,768_FED_20190517a_3T2_PL2017,1.000000
2,770_FED_20191120c_3T2_PL2017,1.000000
2,788_FED_20191120b_3T2_PL2017,1.000000
2,803_FED_20191120d_3T2_PL2017,1.000000
2,805_FED_20191204a_3T2_PL2017,1.000000
2,806_FED_20191204b_3T2_PL2017,0.000000
2,807_FED_20191204c_3T2_PL2017,1.000000
2,797_FED_20200205a_3T2_PL2017,1.000000
2,261_FED_20200205b_3T2_PL2017,1.000000
2,824_FED_20200130a_3T2_PL2017,1.000000
2,825_FED_20200130b_3T2_PL2017,1.000000
2,826_FED_20200130c_3T2_PL2017,1.000000
2,827_FED_20200130d_3T2_PL2017,1.000000
2,828_FED_20200205c_3T2_PL2017,1.000000
2,831_FED_20200213b_3T2_PL2017,1.000000
3,742_FED_20190320b_3T2_PL2017,1.000000
3,746_FED_20190328a_3T2_PL2017,1.000000
3,747_FED_20190328b_3T2_PL2017,1.000000
3,748_FED_20190328c_3T2_PL2017,1.000000
3,749_FED_20190404a_3T2_PL2017,1.000000
3,750_FED_20190404b_3T2_PL2017,1.000000
3,751_FED_20190404c_3T2_PL2017,1.000000
3,752_FED_20190404d_3T2_PL2017,1.000000
3,753_FED_20190405a_3T2_PL2017,1.000000
3,754_FED_20190405b_3T2_PL2017,1.000000
3,755_FED_20190411a_3T2_PL2017,1.000000
3,756_FED_20190411b_3T2_PL2017,1.000000
3,757_FED_20190411c_3T2_PL2017,1.000000
3,758_FED_20190411d_3T2_PL2017,1.000000
3,768_FED_20190517a_3T2_PL2017,1.000000
3,770_FED_20191120c_3T2_PL2017,1.000000
3,788_FED_20191120b_3T2_PL2017,1.000000
3,803_FED_20191120d_3T2_PL2017,1.000000
3,805_FED_20191204a_3T2_PL2017,1.000000
3,806_FED_20191204b_3T2_PL2017,1.000000
3,807_FED_20191204c_3T2_PL2017,1.000000
3,797_FED_20200205a_3T2_PL2017,1.000000
3,261_FED_20200205b_3T2_PL2017,1.000000
3,824_FED_20200130a_3T2_PL2017,1.000000
3,825_FED_20200130b_3T2_PL2017,0.000000
3,826_FED_20200130c_3T2_PL2017,1.000000
3,827_FED_20200130d_3T2_PL2017,1.000000
3,828_FED_20200205c_3T2_PL2017,1.000000
3,831_FED_20200213b_3T2_PL2017,1.000000
4,742_FED_20190320b_3T2_PL2017,1.000000
4,746_FED_20190328a_3T2_PL2017,1.000000
4,747_FED_20190328b_3T2_PL2017,1.000000
4,748_FED_20190328c_3T2_PL2017,1.000000
4,749_FED_20190404a_3T2_PL2017,1.000000
4,750_FED_20190404b_3T2_PL2017,1.000000
4,751_FED_20190404c_3T2_PL2017,1.000000
4,752_FED_20190404d_3T2_PL2017,1.000000
4,753_FED_20190405a_3T2_PL2017,1.000000
4,754_FED_20190405b_3T2_PL2017,1.000000
4,755_FED_20190411a_3T2_PL2017,1.000000
4,756_FED_20190411b_3T2_PL2017,1.000000
4,757_FED_20190411c_3T2_PL2017,1.000000
4,758_FED_20190411d_3T2_PL2017,1.000000
4,768_FED_20190517a_3T2_PL2017,1.000000
4,770_FED_20191120c_3T2_PL2017,1.000000
4,788_FED_20191120b_3T2_PL2017,1.000000
4,803_FED_20191120d_3T2_PL2017,1.000000
4,805_FED_20191204a_3T2_PL2017,1.000000
4,806_FED_20191204b_3T2_PL2017,1.000000
4,807_FED_20191204c_3T2_PL2017,1.000000
4,797_FED_20200205a_3T2_PL2017,1.000000
4,261_FED_20200205b_3T2_PL2017,1.000000
4,824_FED_20200130a_3T2_PL2017,1.000000
4,825_FED_20200130b_3T2_PL2017,1.000000
4,826_FED_20200130c_3T2_PL2017,0.000000
4,827_FED_20200130d_3T2_PL2017,1.000000
4,828_FED_20200205c_3T2_PL2017,1.000000
4,831_FED_20200213b_3T2_PL2017,1.000000
5,742_FED_20190320b_3T2_PL2017,0.000000
5,746_FED_20190328a_3T2_PL2017,1.000000
5,747_FED_20190328b_3T2_PL2017,0.000000
5,748_FED_20190328c_3T2_PL2017,1.000000
5,749_FED_20190404a_3T2_PL2017,1.000000
5,750_FED_20190404b_3T2_PL2017,1.000000
5,751_FED_20190404c_3T2_PL2017,1.000000
5,752_FED_20190404d_3T2_PL2017,0.000000
5,753_FED_20190405a_3T2_PL2017,1.000000
5,754_FED_20190405b_3T2_PL2017,0.000000
5,755_FED_20190411a_3T2_PL2017,1.000000
5,756_FED_20190411b_3T2_PL2017,1.000000
5,757_FED_20190411c_3T2_PL2017,0.000000
5,758_FED_20190411d_3T2_PL2017,1.000000
5,768_FED_20190517a_3T2_PL2017,1.000000
5,770_FED_20191120c_3T2_PL2017,1.000000
5,788_FED_20191120b_3T2_PL2017,1.000000
5,803_FED_20191120d_3T2_PL2017,1.000000
5,805_FED_20191204a_3T2_PL2017,1.000000
5,806_FED_20191204b_3T2_PL2017,0.000000
5,807_FED_20191204c_3T2_PL2017,0.000000
5,797_FED_20200205a_3T2_PL2017,0.000000
5,261_FED_20200205b_3T2_PL2017,1.000000
5,824_FED_20200130a_3T2_PL2017,1.000000
5,825_FED_20200130b_3T2_PL2017,0.000000
5,826_FED_20200130c_3T2_PL2017,0.000000
5,827_FED_20200130d_3T2_PL2017,1.000000
5,828_FED_20200205c_3T2_PL2017,0.000000
5,831_FED_20200213b_3T2_PL2017,1.000000
6,742_FED_20190320b_3T2_PL2017,1.000000
6,746_FED_20190328a_3T2_PL2017,1.000000
6,747_FED_20190328b_3T2_PL2017,1.000000
6,748_FED_20190328c_3T2_PL2017,1.000000
6,749_FED_20190404a_3T2_PL2017,1.000000
6,750_FED_20190404b_3T2_PL2017,1.000000
6,751_FED_20190404c_3T2_PL2017,1.000000
6,752_FED_20190404d_3T2_PL2017,1.000000
6,753_FED_20190405a_3T2_PL2017,1.000000
6,754_FED_20190405b_3T2_PL2017,1.000000
6,755_FED_20190411a_3T2_PL2017,1.000000
6,756_FED_20190411b_3T2_PL2017,1.000000
6,757_FED_20190411c_3T2_PL2017,0.000000
6,758_FED_20190411d_3T2_PL2017,1.000000
6,768_FED_20190517a_3T2_PL2017,1.000000
6,770_FED_20191120c_3T2_PL2017,1.000000
6,788_FED_20191120b_3T2_PL2017,0.000000
6,803_FED_20191120d_3T2_PL2017,1.000000
6,805_FED_20191204a_3T2_PL2017,1.000000
6,806_FED_20191204b_3T2_PL2017,0.000000
6,807_FED_20191204c_3T2_PL2017,1.000000
6,797_FED_20200205a_3T2_PL2017,1.000000
6,261_FED_20200205b_3T2_PL2017,1.000000
6,824_FED_20200130a_3T2_PL2017,0.000000
6,825_FED_20200130b_3T2_PL2017,1.000000
6,826_FED_20200130c_3T2_PL2017,1.000000
6,827_FED_20200130d_3T2_PL2017,1.000000
6,828_FED_20200205c_3T2_PL2017,1.000000
6,831_FED_20200213b_3T2_PL2017,1.000000
7,742_FED_20190320b_3T2_PL2017,1.000000
7,746_FED_20190328a_3T2_PL2017,1.000000
7,747_FED_20190328b_3T2_PL2017,1.000000
7,748_FED_20190328c_3T2_PL2017,1.000000
7,749_FED_20190404a_3T2_PL2017,1.000000
7,750_FED_20190404b_3T2_PL2017,0.000000
7,751_FED_20190404c_3T2_PL2017,1.000000
7,752_FED_20190404d_3T2_PL2017,0.000000
7,753_FED_20190405a_3T2_PL2017,1.000000
7,754_FED_20190405b_3T2_PL2017,0.000000
7,755_FED_20190411a_3T2_PL2017,1.000000
7,756_FED_20190411b_3T2_PL2017,1.000000
7,757_FED_20190411c_3T2_PL2017,0.000000
7,758_FED_20190411d_3T2_PL2017,1.000000
7,768_FED_20190517a_3T2_PL2017,1.000000
7,770_FED_20191120c_3T2_PL2017,1.000000
7,788_FED_20191120b_3T2_PL2017,0.000000
7,803_FED_20191120d_3T2_PL2017,1.000000
7,805_FED_20191204a_3T2_PL2017,1.000000
7,806_FED_20191204b_3T2_PL2017,1.000000
7,807_FED_20191204c_3T2_PL2017,1.000000
7,797_FED_20200205a_3T2_PL2017,0.000000
7,261_FED_20200205b_3T2_PL2017,1.000000
7,824_FED_20200130a_3T2_PL2017,1.000000
7,825_FED_20200130b_3T2_PL2017,1.000000
7,826_FED_20200130c_3T2_PL2017,0.000000
7,827_FED_20200130d_3T2_PL2017,0.000000
7,828_FED_20200205c_3T2_PL2017,0.000000
7,831_FED_20200213b_3T2_PL2017,0.000000
8,742_FED_20190320b_3T2_PL2017,0.000000
8,746_FED_20190328a_3T2_PL2017,0.000000
8,747_FED_20190328b_3T2_PL2017,1.000000
8,748_FED_20190328c_3T2_PL2017,1.000000
8,749_FED_20190404a_3T2_PL2017,0.000000
8,750_FED_20190404b_3T2_PL2017,0.000000
8,751_FED_20190404c_3T2_PL2017,0.000000
8,752_FED_20190404d_3T2_PL2017,1.000000
8,753_FED_20190405a_3T2_PL2017,1.000000
8,754_FED_20190405b_3T2_PL2017,1.000000
8,755_FED_20190411a_3T2_PL2017,0.000000
8,756_FED_20190411b_3T2_PL2017,0.000000
8,757_FED_20190411c_3T2_PL2017,1.000000
8,758_FED_20190411d_3T2_PL2017,0.000000
8,768_FED_20190517a_3T2_PL2017,0.000000
8,770_FED_20191120c_3T2_PL2017,0.000000
8,788_FED_20191120b_3T2_PL2017,1.000000
8,803_FED_20191120d_3T2_PL2017,1.000000
8,805_FED_20191204a_3T2_PL2017,1.000000
8,806_FED_20191204b_3T2_PL2017,0.000000
8,807_FED_20191204c_3T2_PL2017,0.000000
8,797_FED_20200205a_3T2_PL2017,1.000000
8,261_FED_20200205b_3T2_PL2017,1.000000
8,824_FED_20200130a_3T2_PL2017,0.000000
8,825_FED_20200130b_3T2_PL2017,0.000000
8,826_FED_20200130c_3T2_PL2017,1.000000
8,827_FED_20200130d_3T2_PL2017,0.000000
8,828_FED_20200205c_3T2_PL2017,0.000000
8,831_FED_20200213b_3T2_PL2017,0.000000
9,742_FED_20190320b_3T2_PL2017,1.000000
9,746_FED_20190328a_3T2_PL2017,1.000000
9,747_FED_20190328b_3T2_PL2017,1.000000
9,748_FED_20190328c_3T2_PL2017,1.000000
9,749_FED_20190404a_3T2_PL2017,0.000000
9,750_FED_20190404b_3T2_PL2017,0.000000
9,751_FED_20190404c_3T2_PL2017,1.000000
9,752_FED_20190404d_3T2_PL2017,1.000000
9,753_FED_20190405a_3T2_PL2017,1.000000
9,754_FED_20190405b_3T2_PL2017,1.000000
9,755_FED_20190411a_3T2_PL2017,1.000000
9,756_FED_20190411b_3T2_PL2017,1.000000
9,757_FED_20190411c_3T2_PL2017,0.000000
9,758_FED_20190411d_3T2_PL2017,0.000000
9,768_FED_20190517a_3T2_PL2017,1.000000
9,770_FED_20191120c_3T2_PL2017,1.000000
9,788_FED_20191120b_3T2_PL2017,0.000000
9,803_FED_20191120d_3T2_PL2017,1.000000
9,805_FED_20191204a_3T2_PL2017,0.000000
9,806_FED_20191204b_3T2_PL2017,0.000000
9,807_FED_20191204c_3T2_PL2017,0.000000
9,797_FED_20200205a_3T2_PL2017,0.000000
9,261_FED_20200205b_3T2_PL2017,1.000000
9,824_FED_20200130a_3T2_PL2017,1.000000
9,825_FED_20200130b_3T2_PL2017,0.000000
9,826_FED_20200130c_3T2_PL2017,0.000000
9,827_FED_20200130d_3T2_PL2017,1.000000
9,828_FED_20200205c_3T2_PL2017,0.000000
9,831_FED_20200213b_3T2_PL2017,1.000000
10,742_FED_20190320b_3T2_PL2017,0.000000
10,746_FED_20190328a_3T2_PL2017,0.000000
10,747_FED_20190328b_3T2_PL2017,0.000000
10,748_FED_20190328c_3T2_PL2017,0.000000
10,749_FED_20190404a_3T2_PL2017,0.000000
10,750_FED_20190404b_3T2_PL2017,0.000000
10,751_FED_20190404c_3T2_PL2017,1.000000
10,752_FED_20190404d_3T2_PL2017,0.000000
10,753_FED_20190405a_3T2_PL2017,0.000000
10,754_FED_20190405b_3T2_PL2017,1.000000
10,755_FED_20190411a_3T2_PL2017,0.000000
10,756_FED_20190411b_3T2_PL2017,1.000000
10,757_FED_20190411c_3T2_PL2017,0.000000
10,758_FED_20190411d_3T2_PL2017,0.000000
10,768_FED_20190517a_3T2_PL2017,0.000000
10,770_FED_20191120c_3T2_PL2017,1.000000
10,788_FED_20191120b_3T2_PL2017,0.000000
10,803_FED_20191120d_3T2_PL2017,0.000000
10,805_FED_20191204a_3T2_PL2017,0.000000
10,806_FED_20191204b_3T2_PL2017,0.000000
10,807_FED_20191204c_3T2_PL2017,1.000000
10,797_FED_20200205a_3T2_PL2017,1.000000
10,261_FED_20200205b_3T2_PL2017,1.000000
10,824_FED_20200130a_3T2_PL2017,1.000000
10,825_FED_20200130b_3T2_PL2017,0.000000
10,826_FED_20200130c_3T2_PL2017,1.000000
10,827_FED_20200130d_3T2_PL2017,0.000000
10,828_FED_20200205c_3T2_PL2017,1.000000
10,831_FED_20200213b_3T2_PL2017,1.000000
11,742_FED_20190320b_3T2_PL2017,0.000000
11,746_FED_20190328a_3T2_PL2017,1.000000
11,747_FED_20190328b_3T2_PL2017,1.000000
11,748_FED_20190328c_3T2_PL2017,0.000000
11,749_FED_20190404a_3T2_PL2017,1.000000
11,750_FED_20190404b_3T2_PL2017,1.000000
11,751_FED_20190404c_3T2_PL2017,1.000000
11,752_FED_20190404d_3T2_PL2017,1.000000
11,753_FED_20190405a_3T2_PL2017,1.000000
11,754_FED_20190405b_3T2_PL2017,1.000000
11,755_FED_20190411a_3T2_PL2017,1.000000
11,756_FED_20190411b_3T2_PL2017,0.000000
11,757_FED_20190411c_3T2_PL2017,1.000000
11,758_FED_20190411d_3T2_PL2017,1.000000
11,768_FED_20190517a_3T2_PL2017,0.000000
11,770_FED_20191120c_3T2_PL2017,1.000000
11,788_FED_20191120b_3T2_PL2017,1.000000
11,803_FED_20191120d_3T2_PL2017,0.000000
11,805_FED_20191204a_3T2_PL2017,0.000000
11,806_FED_20191204b_3T2_PL2017,0.000000
11,807_FED_20191204c_3T2_PL2017,1.000000
11,797_FED_20200205a_3T2_PL2017,0.000000
11,261_FED_20200205b_3T2_PL2017,1.000000
11,824_FED_20200130a_3T2_PL2017,0.000000
11,825_FED_20200130b_3T2_PL2017,0.000000
11,826_FED_20200130c_3T2_PL2017,1.000000
11,827_FED_20200130d_3T2_PL2017,1.000000
11,828_FED_20200205c_3T2_PL2017,1.000000
11,831_FED_20200213b_3T2_PL2017,1.000000
12,742_FED_20190320b_3T2_PL2017,0.000000
12,746_FED_20190328a_3T2_PL2017,0.000000
12,747_FED_20190328b_3T2_PL2017,1.000000
12,748_FED_20190328c_3T2_PL2017,0.000000
12,749_FED_20190404a_3T2_PL2017,0.000000
12,750_FED_20190404b_3T2_PL2017,0.000000
12,751_FED_20190404c_3T2_PL2017,1.000000
12,752_FED_20190404d_3T2_PL2017,0.000000
12,753_FED_20190405a_3T2_PL2017,0.000000
12,754_FED_20190405b_3T2_PL2017,0.000000
12,755_FED_20190411a_3T2_PL2017,0.000000
12,756_FED_20190411b_3T2_PL2017,1.000000
12,757_FED_20190411c_3T2_PL2017,0.000000
12,758_FED_20190411d_3T2_PL2017,0.000000
12,768_FED_20190517a_3T2_PL2017,0.000000
12,770_FED_20191120c_3T2_PL2017,1.000000
12,788_FED_20191120b_3T2_PL2017,0.000000
12,803_FED_20191120d_3T2_PL2017,0.000000
12,805_FED_20191204a_3T2_PL2017,1.000000
12,806_FED_20191204b_3T2_PL2017,0.000000
12,807_FED_20191204c_3T2_PL2017,1.000000
12,797_FED_20200205a_3T2_PL2017,1.000000
12,261_FED_20200205b_3T2_PL2017,0.000000
12,824_FED_20200130a_3T2_PL2017,0.000000
12,825_FED_20200130b_3T2_PL2017,0.000000
12,826_FED_20200130c_3T2_PL2017,1.000000
12,827_FED_20200130d_3T2_PL2017,0.000000
12,828_FED_20200205c_3T2_PL2017,1.000000
12,831_FED_20200213b_3T2_PL2017,1.000000
13,742_FED_20190320b_3T2_PL2017,1.000000
13,746_FED_20190328a_3T2_PL2017,0.000000
13,747_FED_20190328b_3T2_PL2017,1.000000
13,748_FED_20190328c_3T2_PL2017,0.000000
13,749_FED_20190404a_3T2_PL2017,0.000000
13,750_FED_20190404b_3T2_PL2017,1.000000
13,751_FED_20190404c_3T2_PL2017,0.000000
13,752_FED_20190404d_3T2_PL2017,1.000000
13,753_FED_20190405a_3T2_PL2017,1.000000
13,754_FED_20190405b_3T2_PL2017,0.000000
13,755_FED_20190411a_3T2_PL2017,0.000000
13,756_FED_20190411b_3T2_PL2017,0.000000
13,757_FED_20190411c_3T2_PL2017,0.000000
13,758_FED_20190411d_3T2_PL2017,0.000000
13,768_FED_20190517a_3T2_PL2017,1.000000
13,770_FED_20191120c_3T2_PL2017,0.000000
13,788_FED_20191120b_3T2_PL2017,0.000000
13,803_FED_20191120d_3T2_PL2017,0.000000
13,805_FED_20191204a_3T2_PL2017,1.000000
13,806_FED_20191204b_3T2_PL2017,0.000000
13,807_FED_20191204c_3T2_PL2017,0.000000
13,797_FED_20200205a_3T2_PL2017,0.000000
13,261_FED_20200205b_3T2_PL2017,0.000000
13,824_FED_20200130a_3T2_PL2017,0.000000
13,825_FED_20200130b_3T2_PL2017,0.000000
13,826_FED_20200130c_3T2_PL2017,0.000000
13,827_FED_20200130d_3T2_PL2017,0.000000
13,828_FED_20200205c_3T2_PL2017,1.000000
13,831_FED_20200213b_3T2_PL2017,0.000000
14,742_FED_20190320b_3T2_PL2017,0.000000
14,746_FED_20190328a_3T2_PL2017,0.000000
14,747_FED_20190328b_3T2_PL2017,1.000000
14,748_FED_20190328c_3T2_PL2017,0.000000
14,749_FED_20190404a_3T2_PL2017,0.000000
14,750_FED_20190404b_3T2_PL2017,0.000000
14,751_FED_20190404c_3T2_PL2017,0.000000
14,752_FED_20190404d_3T2_PL2017,1.000000
14,753_FED_20190405a_3T2_PL2017,1.000000
14,754_FED_20190405b_3T2_PL2017,0.000000
14,755_FED_20190411a_3T2_PL2017,0.000000
14,756_FED_20190411b_3T2_PL2017,0.000000
14,757_FED_20190411c_3T2_PL2017,1.000000
14,758_FED_20190411d_3T2_PL2017,1.000000
14,768_FED_20190517a_3T2_PL2017,1.000000
14,770_FED_20191120c_3T2_PL2017,0.000000
14,788_FED_20191120b_3T2_PL2017,1.000000
14,803_FED_20191120d_3T2_PL2017,1.000000
14,805_FED_20191204a_3T2_PL2017,1.000000
14,806_FED_20191204b_3T2_PL2017,0.000000
14,807_FED_20191204c_3T2_PL2017,0.000000
14,797_FED_20200205a_3T2_PL2017,0.000000
14,261_FED_20200205b_3T2_PL2017,1.000000
14,824_FED_20200130a_3T2_PL2017,0.000000
14,825_FED_20200130b_3T2_PL2017,0.000000
14,826_FED_20200130c_3T2_PL2017,0.000000
14,827_FED_20200130d_3T2_PL2017,0.000000
14,828_FED_20200205c_3T2_PL2017,1.000000
14,831_FED_20200213b_3T2_PL2017,0.000000
15,742_FED_20190320b_3T2_PL2017,0.000000
15,746_FED_20190328a_3T2_PL2017,0.000000
15,747_FED_20190328b_3T2_PL2017,0.000000
15,748_FED_20190328c_3T2_PL2017,1.000000
15,749_FED_20190404a_3T2_PL2017,1.000000
15,750_FED_20190404b_3T2_PL2017,1.000000
15,751_FED_20190404c_3T2_PL2017,1.000000
15,752_FED_20190404d_3T2_PL2017,1.000000
15,753_FED_20190405a_3T2_PL2017,1.000000
15,754_FED_20190405b_3T2_PL2017,0.000000
15,755_FED_20190411a_3T2_PL2017,0.000000
15,756_FED_20190411b_3T2_PL2017,0.000000
15,757_FED_20190411c_3T2_PL2017,1.000000
15,758_FED_20190411d_3T2_PL2017,1.000000
15,768_FED_20190517a_3T2_PL2017,0.000000
15,770_FED_20191120c_3T2_PL2017,0.000000
15,788_FED_20191120b_3T2_PL2017,1.000000
15,803_FED_20191120d_3T2_PL2017,0.000000
15,805_FED_20191204a_3T2_PL2017,0.000000
15,806_FED_20191204b_3T2_PL2017,0.000000
15,807_FED_20191204c_3T2_PL2017,0.000000
15,797_FED_20200205a_3T2_PL2017,0.000000
15,261_FED_20200205b_3T2_PL2017,0.000000
15,824_FED_20200130a_3T2_PL2017,1.000000
15,825_FED_20200130b_3T2_PL2017,1.000000
15,826_FED_20200130c_3T2_PL2017,0.000000
15,827_FED_20200130d_3T2_PL2017,0.000000
15,828_FED_20200205c_3T2_PL2017,0.000000
15,831_FED_20200213b_3T2_PL2017,0.000000
16,742_FED_20190320b_3T2_PL2017,1.000000
16,746_FED_20190328a_3T2_PL2017,0.000000
16,747_FED_20190328b_3T2_PL2017,1.000000
16,748_FED_20190328c_3T2_PL2017,1.000000
16,749_FED_20190404a_3T2_PL2017,0.000000
16,750_FED_20190404b_3T2_PL2017,0.000000
16,751_FED_20190404c_3T2_PL2017,0.000000
16,752_FED_20190404d_3T2_PL2017,1.000000
16,753_FED_20190405a_3T2_PL2017,0.000000
16,754_FED_20190405b_3T2_PL2017,0.000000
16,755_FED_20190411a_3T2_PL2017,0.000000
16,756_FED_20190411b_3T2_PL2017,0.000000
16,757_FED_20190411c_3T2_PL2017,0.000000
16,758_FED_20190411d_3T2_PL2017,0.000000
16,768_FED_20190517a_3T2_PL2017,0.000000
16,770_FED_20191120c_3T2_PL2017,0.000000
16,788_FED_20191120b_3T2_PL2017,0.000000
16,803_FED_20191120d_3T2_PL2017,1.000000
16,805_FED_20191204a_3T2_PL2017,0.000000
16,806_FED_20191204b_3T2_PL2017,0.000000
16,807_FED_20191204c_3T2_PL2017,0.000000
16,797_FED_20200205a_3T2_PL2017,1.000000
16,261_FED_20200205b_3T2_PL2017,1.000000
16,824_FED_20200130a_3T2_PL2017,1.000000
16,825_FED_20200130b_3T2_PL2017,0.000000
16,826_FED_20200130c_3T2_PL2017,0.000000
16,827_FED_20200130d_3T2_PL2017,0.000000
16,828_FED_20200205c_3T2_PL2017,1.000000
16,831_FED_20200213b_3T2_PL2017,1.000000
17,742_FED_20190320b_3T2_PL2017,1.000000
17,746_FED_20190328a_3T2_PL2017,1.000000
17,747_FED_20190328b_3T2_PL2017,1.000000
